id,model,sku,retail_price,weboffer_price,name,category,manufacturer,description,availability,quantity,weight,transportational_weight,date_expected,main_image,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,attribute,attribute.1,attribute.2,attribute.3,attribute.4,attribute.5,attribute.6,attribute.7,attribute.8,attribute.9,attribute.10,attribute.11,attribute.12,attribute.13,attribute.14,attribute.15,attribute.16,attribute.17,attribute.18,attribute.19,attribute.20,attribute.21,attribute.22,attribute.23,attribute.24,attribute.25,attribute.26,attribute.27,attribute.28,attribute.29,attribute.30,attribute.31,attribute.32,attribute.33,Merged Images
11715,228294,"GP002-0008,1",340.0,279.0,"Легло Kingston Megapap с велурена тапицерия и място за съхранение, сиво 150x200см.",Мебели за вътрешни помещения > Легла,MEGAPAP,"Легло Kingston Megapap с велур и място за съхранение в цвят сив 150x200см. Обновете спалнята си или професионалното си пространство с леглото Kingston, което съчетава уникален дизайн и изключителна функционалност. Благодарение на широкото си място за съхранение, ще имате всичко необходимо, за да организирате вещите си, докато се наслаждавате на максимален комфорт и организация. Основата на леглото се поддържа от два реда анатомични ламели, предлагащи идеална опора на матрака ви и допълнителен комфорт за дълбок, възстановяващ сън всяка вечер. Обшивката от висококачествен велур придава луксозно усещане на вашето пространство, придавайки елегантност и топлина, които ще трансформират атмосферата на вашата спалня. Изберете леглото Kingston и се насладете на съня, който заслужавате, със стил и функционалност във всеки детайл. Технически характеристики: Цвят: сив Размери на леглото: Дължина 213,5 x Дълбочина 157,5 x Височина 109 см. Височина на основата: 34,5 см. Дълбочина на мястото за съхранение: 30 см. Съвместимо с матрак с размери 150x200 см. (който не е включен в цената на леглото). Обшивка 100% с велур от изключително качество и висока устойчивост на износване и време. Скелетът на леглото е изработен от дърво за по-голяма здравина и устойчивост на времето. Разполага с място за съхранение под ламелите на матрака. Мястото за съхранение е изработено от текстил, който е свързан с леглото с велкро ленти. Разполага с метален механизъм, който повдига ламелите. С анатомични ламели. Подкрепа на дървени крака в черен цвят. Идеален избор за вашето домашно пространство, но и за всяко професионално пространство, като хотели и AirBnB. Забележки: Продуктът се доставя неасемблиран, в заводска опаковка и с подробен ръководство за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,4,56.0,0.32447129,05/12/2025,"https://www.megapap.com/image/catalog/products/GP002-0008,1-0.jpg","https://www.megapap.com/image/catalog/products/GP002-0008,1-1.jpg","https://www.megapap.com/image/catalog/products/GP002-0008,1-2.jpg","https://www.megapap.com/image/catalog/products/GP002-0008,1-3.jpg","https://www.megapap.com/image/catalog/products/GP002-0008,1-4.jpg","https://www.megapap.com/image/catalog/products/GP002-0008,1-5.jpg","https://www.megapap.com/image/catalog/products/GP002-0008,1-6.jpg","https://www.megapap.com/image/catalog/products/GP002-0008,1-7.jpg","https://www.megapap.com/image/catalog/products/GP002-0008,1-8.jpg",,,Брой пакети на бройка: 2,"Дълбочина монтирана см: 157,5",Тегло на опаковката кг: 56,Кило парче кг: 54,"Обем на кутия cbm: 0,324","Кубичен обем на кутия mmm: 0,324","Кубичен елемент cbm: 0,324","Обем парче мmm: 0,324","Дължина на кутията см: КУТИЯ A: 160,5 КУТИЯ B: 211,5","Дължина вдигната cm: 213,5",Ширина на кутията см: КУТИЯ A: 118 КУТИЯ B: 32,"Височина на кутията см: КУТИЯ A: 10,7 КУТИЯ B: 18",Височина вдигната см: 109,Материал на изработка: Велюр,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP002-0008,1-0.jpg, https://www.megapap.com/image/catalog/products/GP002-0008,1-1.jpg, https://www.megapap.com/image/catalog/products/GP002-0008,1-2.jpg, https://www.megapap.com/image/catalog/products/GP002-0008,1-3.jpg, https://www.megapap.com/image/catalog/products/GP002-0008,1-4.jpg, https://www.megapap.com/image/catalog/products/GP002-0008,1-5.jpg, https://www.megapap.com/image/catalog/products/GP002-0008,1-6.jpg, https://www.megapap.com/image/catalog/products/GP002-0008,1-7.jpg, https://www.megapap.com/image/catalog/products/GP002-0008,1-8.jpg"
11716,227588,"GP040-0011,1",134.0,99.0,"Офисен стол за директор Robie Megapap от изкуствена кожа, черен 64x62x108/118см.",Офис мебели > Офис столове,MEGAPAP,,In Stock,41,16.0,0.15975225,,"https://www.megapap.com/image/catalog/products/GP040-0011,1-0.jpg","https://www.megapap.com/image/catalog/products/GP040-0011,1-1.jpg","https://www.megapap.com/image/catalog/products/GP040-0011,1-2.jpg","https://www.megapap.com/image/catalog/products/GP040-0011,1-3.jpg","https://www.megapap.com/image/catalog/products/GP040-0011,1-4.jpg","https://www.megapap.com/image/catalog/products/GP040-0011,1-5.jpg","https://www.megapap.com/image/catalog/products/GP040-0011,1-6.jpg","https://www.megapap.com/image/catalog/products/GP040-0011,1-7.jpg","https://www.megapap.com/image/catalog/products/GP040-0011,1-8.jpg",,,Брой пакети на бройка: 1,Чиста дълбочина на седалката см: 50,Дълбочина вдигната см: 62,Кила опаковка кг: 16,Кило парче кг: 14,"Кубичен обем на кутия cbm: 0,159","Кубичен елемент cbm: 0,159","Дължина на кутията см: 73,5",Дължина в см: 64,Ширина на седалката чиста см: 50,"Ширина на кутията см: 34,5",Височина на седалката см: 46 / 56,Височина на кутията см: 63,Височина в изправено положение см: 108 / 118,Материал на изработка: PU кожа,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP040-0011,1-0.jpg, https://www.megapap.com/image/catalog/products/GP040-0011,1-1.jpg, https://www.megapap.com/image/catalog/products/GP040-0011,1-2.jpg, https://www.megapap.com/image/catalog/products/GP040-0011,1-3.jpg, https://www.megapap.com/image/catalog/products/GP040-0011,1-4.jpg, https://www.megapap.com/image/catalog/products/GP040-0011,1-5.jpg, https://www.megapap.com/image/catalog/products/GP040-0011,1-6.jpg, https://www.megapap.com/image/catalog/products/GP040-0011,1-7.jpg, https://www.megapap.com/image/catalog/products/GP040-0011,1-8.jpg"
11717,227589,"GP040-0012,1",120.0,99.0,"Офисен стол за директор Arial Megapap от изкуствена кожа, черен 62x63x112/122см.",Офис мебели > Офис столове,MEGAPAP,,Αναμένεται,0,15.5,0.12087562,28/11/2025,"https://www.megapap.com/image/catalog/products/GP040-0012,1-0.jpg","https://www.megapap.com/image/catalog/products/GP040-0012,1-1.jpg","https://www.megapap.com/image/catalog/products/GP040-0012,1-2.jpeg","https://www.megapap.com/image/catalog/products/GP040-0012,1-3.jpg","https://www.megapap.com/image/catalog/products/GP040-0012,1-4.jpg","https://www.megapap.com/image/catalog/products/GP040-0012,1-5.jpg","https://www.megapap.com/image/catalog/products/GP040-0012,1-6.jpg","https://www.megapap.com/image/catalog/products/GP040-0012,1-7.jpg","https://www.megapap.com/image/catalog/products/GP040-0012,1-8.jpg",,,Брой пакети на бройка: 1,Дълбочина на седалката чиста см: 48,Дълбочина вдигната см: 63,"Кила опаковка кг: 15,5",Кило парче кг: 14,"Обем на кутия cbm: 0,12","Обемно парче cbm: 0,12","Дължина на кутията см: 72,5",Височина см: 62,Ширина на седалката чиста см: 51,"Ширина на кутията см: 28,5",Височина на седалката см: 49 / 59,"Височина на кутията см: 58,5",Височина в изправено положение см: 112 / 122,Материал на изработка: PU кожа,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP040-0012,1-0.jpg, https://www.megapap.com/image/catalog/products/GP040-0012,1-1.jpg, https://www.megapap.com/image/catalog/products/GP040-0012,1-2.jpeg, https://www.megapap.com/image/catalog/products/GP040-0012,1-3.jpg, https://www.megapap.com/image/catalog/products/GP040-0012,1-4.jpg, https://www.megapap.com/image/catalog/products/GP040-0012,1-5.jpg, https://www.megapap.com/image/catalog/products/GP040-0012,1-6.jpg, https://www.megapap.com/image/catalog/products/GP040-0012,1-7.jpg, https://www.megapap.com/image/catalog/products/GP040-0012,1-8.jpg"
11718,223116,"GP040-0005,1",123.0,99.0,"Офисен стол за директор Matteo Megapap от изкуствена кожа, черен 60x66x105/115см.",Офис мебели > Офис столове,MEGAPAP,,In Stock,16,15.0,0.1366625,28/11/2025,"https://www.megapap.com/image/catalog/products/GP040-0005,1-0.jpg","https://www.megapap.com/image/catalog/products/GP040-0005,1-1.jpg","https://www.megapap.com/image/catalog/products/GP040-0005,1-2.jpeg","https://www.megapap.com/image/catalog/products/GP040-0005,1-3.jpg","https://www.megapap.com/image/catalog/products/GP040-0005,1-4.jpg","https://www.megapap.com/image/catalog/products/GP040-0005,1-5.jpg","https://www.megapap.com/image/catalog/products/GP040-0005,1-6.jpg","https://www.megapap.com/image/catalog/products/GP040-0005,1-7.jpg","https://www.megapap.com/image/catalog/products/GP040-0005,1-8.jpg",,,Брой пакети на бройка: 1,Чиста дълбочина на седалката см: 50,Дълбочина в см: 66,Кила опаковка кг: 15,Кило парче кг: 14,"Обем на кутия cbm: 0,136","Кубичен елемент cbm: 0,136","Дължина на кутията см: 72,5",Дължина в см: 60,Ширина на седалката чиста см: 50,"Ширина на кутията см: 32,5",Височина на седалката см: 47 / 57,Височина на кутията см: 58,Височина в изправено положение см: 105 / 115,Материал на изработка: PU кожа,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP040-0005,1-0.jpg, https://www.megapap.com/image/catalog/products/GP040-0005,1-1.jpg, https://www.megapap.com/image/catalog/products/GP040-0005,1-2.jpeg, https://www.megapap.com/image/catalog/products/GP040-0005,1-3.jpg, https://www.megapap.com/image/catalog/products/GP040-0005,1-4.jpg, https://www.megapap.com/image/catalog/products/GP040-0005,1-5.jpg, https://www.megapap.com/image/catalog/products/GP040-0005,1-6.jpg, https://www.megapap.com/image/catalog/products/GP040-0005,1-7.jpg, https://www.megapap.com/image/catalog/products/GP040-0005,1-8.jpg"
11719,227587,"GP040-0010,1",130.0,110.0,"Офисен стол за директор Vision Megapap от изкуствена кожа, черен 63x70x112/120см.",Офис мебели > Офис столове,MEGAPAP,,In Stock,26,18.0,0.1826825,,"https://www.megapap.com/image/catalog/products/GP040-0010,1-0.jpg","https://www.megapap.com/image/catalog/products/GP040-0010,1-1.jpg","https://www.megapap.com/image/catalog/products/GP040-0010,1-2.jpeg","https://www.megapap.com/image/catalog/products/GP040-0010,1-3.jpg","https://www.megapap.com/image/catalog/products/GP040-0010,1-4.jpg","https://www.megapap.com/image/catalog/products/GP040-0010,1-5.jpg","https://www.megapap.com/image/catalog/products/GP040-0010,1-6.jpg","https://www.megapap.com/image/catalog/products/GP040-0010,1-7.jpg","https://www.megapap.com/image/catalog/products/GP040-0010,1-8.jpg",,,Брой пакети на бройка: 1,Чиста дълбочина на седалката см: 50,Дълбочина настроена см: 70,Кила опаковка кг: 18,Кило парче кг: 16,"Кубичен обем на кутия cbm: 0,182","Обем на кутия mmm: 0,182","Обем парче cbm: 0,182","Обемно парче mmm: 0,182",Дължина на кутията см: 77,Дължина в изправено положение см: 63,Ширина на седалката чиста см: 50,"Ширина на кутията см: 36,5",Височина на седалката см: 50 / 58,Височина на кутията см: 65,Височина в изправено положение см: 112 / 120,Материал на изработка: PU кожа,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP040-0010,1-0.jpg, https://www.megapap.com/image/catalog/products/GP040-0010,1-1.jpg, https://www.megapap.com/image/catalog/products/GP040-0010,1-2.jpeg, https://www.megapap.com/image/catalog/products/GP040-0010,1-3.jpg, https://www.megapap.com/image/catalog/products/GP040-0010,1-4.jpg, https://www.megapap.com/image/catalog/products/GP040-0010,1-5.jpg, https://www.megapap.com/image/catalog/products/GP040-0010,1-6.jpg, https://www.megapap.com/image/catalog/products/GP040-0010,1-7.jpg, https://www.megapap.com/image/catalog/products/GP040-0010,1-8.jpg"
11725,230209,"GP044-0001,5",50.0,42.0,"Трапезен стол Alegra Megapap от велур, сиво - черно краче 46x44x91см.",Мебели за вътрешни помещения > Столове - Трапезарни кресла,MEGAPAP,"Стол за трапезария Alegra Megapap от велур, сив цвят - черно краче 46x44x91см. Столът Alegra е семпъл, качествен и елегантен и ще се впише уникално във всяко пространство, в което бъде поставен. Той е идеалният избор за всяко домашно и професионално пространство. Технически характеристики: 	Цвят: сив с черни крака	Размери: Дължина 46 x Дълбочина 44 x Височина 91 см.	Дължина на седалката: 46 см.	Дълбочина на седалката: 40 см.	Височина на седалката: 47 см.	Изработен от велур с отлично качество и висока устойчивост на износване и време.	Подпора на дървени крака в черен цвят, обединени с черни метални ръкохватки. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,78,19.0,0.06,,"https://www.megapap.com/image/catalog/products/GP044-0001,5-0.jpg","https://www.megapap.com/image/catalog/products/GP044-0001,5-1.jpg","https://www.megapap.com/image/catalog/products/GP044-0001,5-2.jpg","https://www.megapap.com/image/catalog/products/GP044-0001,5-3.jpg","https://www.megapap.com/image/catalog/products/GP044-0001,5-4.jpg","https://www.megapap.com/image/catalog/products/GP044-0001,5-5.jpg",,,,,,Брой пакети на бройка: 1,Дълбочина на седалката чисто см: 40,Дълбочина в изправено положение см: 44,Кила опаковка кг: 19,"Кило брой кг: 4,6","Кубичен кашон cbm: 0,24","Обем на кутията мм: 0,24","Обем на парче cbm: 0,06","Обем на парче в ммм: 0,06",Дължина на кутията см: 75,Дължина в изправено положение см: 46,Ширина на седалката чиста см: 46,Ширина на кутията в см: 47,Височина на седалката см: 47,Височина на кутията см: 69,Височина в изправено положение см: 91,Материал на изработка: Велюр - Дърво,Бройки в кутията: 4,K/D: YES,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP044-0001,5-0.jpg, https://www.megapap.com/image/catalog/products/GP044-0001,5-1.jpg, https://www.megapap.com/image/catalog/products/GP044-0001,5-2.jpg, https://www.megapap.com/image/catalog/products/GP044-0001,5-3.jpg, https://www.megapap.com/image/catalog/products/GP044-0001,5-4.jpg, https://www.megapap.com/image/catalog/products/GP044-0001,5-5.jpg"
11726,230212,"GP044-0002,5",56.0,46.0,"Трапезен стол Palmira Megapap от текстил, кафяв - орех краче 47x44x88см.",Мебели за вътрешни помещения > Столове - Трапезарни кресла,MEGAPAP,"Стол за трапезария Palmira Megapap текстилен, кафяв цвят - орехово краче 47x44x88см. Столът Palmira е семпъл, качествен и елегантен и ще се впише уникално във всяко пространство, в което бъде поставен. Той е идеалният избор за всяко домашно и професионално пространство. Технически характеристики: 			Цвят: кафяв с орехови крака		Размери: Дължина 47 x Дълбочина 44 x Височина 88 см.		Дължина на седалката: 47 см.		Дълбочина на седалката: 40 см.		Височина на седалката: 44 см.		Изработен от текстил с отлично качество и висока устойчивост на износване и време.		Подпора на дървени крака в орехов цвят, обединени с черни метални ръкохватки.		Гърбът има декоративни капаци, които повдигат естетическия резултат. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,19,22.0,0.05,,"https://www.megapap.com/image/catalog/products/GP044-0002,5-0.jpg","https://www.megapap.com/image/catalog/products/GP044-0002,5-1.jpg","https://www.megapap.com/image/catalog/products/GP044-0002,5-2.jpg","https://www.megapap.com/image/catalog/products/GP044-0002,5-3.jpg","https://www.megapap.com/image/catalog/products/GP044-0002,5-4.jpg","https://www.megapap.com/image/catalog/products/GP044-0002,5-5.jpg",,,,,,Брой пакети на бройка: 1,Дълбочина на седалката чисто см: 40,Дълбочина в изправено положение см: 44,Кила опаковка кг: 22,"Кило на брой кг: 5,3","Обем на кутия cbm: 0,2","Кубичен обем ммм: 0,2","Обем на парче cbm: 0,05","Обем на парче в ммм: 0,05",Дължина на кутията см: 80,Дължина на поставеното см: 47,Чиста ширина на седалката см: 47,Ширина на кутията см: 54,Височина на седалката см: 44,Височина на кутията см: 48,Височина в изправено положение см: 88,Материал на изработка: Текстил - Дърво,Бройки в кутията: 4,K/D: YES,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP044-0002,5-0.jpg, https://www.megapap.com/image/catalog/products/GP044-0002,5-1.jpg, https://www.megapap.com/image/catalog/products/GP044-0002,5-2.jpg, https://www.megapap.com/image/catalog/products/GP044-0002,5-3.jpg, https://www.megapap.com/image/catalog/products/GP044-0002,5-4.jpg, https://www.megapap.com/image/catalog/products/GP044-0002,5-5.jpg"
11734,231935,GP033-0131,73.0,59.0,"Картина на платно Abstract Golden Dream Megapap, цифров печат 100x70x3см.",Декорация > Картини,MEGAPAP,"Картина на платно Abstract Golden Dream Megapap, цифрово печатане 100x70x3см. Търсите картината, която ще създаде поток от положителна енергия в околната среда и ще се свърже декоративно с останалата част от вашето домашно или професионално пространство? Търсите картината, модерна или класическа, която ще ви дари моменти на спокойствие, радост, семейно щастие и ще завърши общия стил на офиса, дома, лобито, кафето, ресторанта ви? Картината Abstract Golden Dream е тук и ви очаква! Технически характеристики: 	Размери: Дължина 100 x Дълбочина 3 x Височина 70 см.	Използвана е 370gr/m2 памучна обвивка.	Без вредни за здравето вещества.	Не съдържа PVC, киселини или каквито и да било канцерогенни вещества.	100% професионално изработен памучен платно в комбинация с висококачествени дървени рамки от бор ви гарантира, че ще имате картината за много години. Дървото от бор, използвано за укрепване на платното, е изсушено и печено. Благодарение на здравата структура на дървената рамка, картината запазва стабилната си структура дори при физически удар по картината. Произведени с машини - модели от 2023 и 2024 - цифрово печатане с висока резолюция - резолюция на печат: 2440 DPI. Не е използвана разтворителна боя, използват се бои HP Vivera на водна основа. Запазва същото качество на цвета, светлината и текстурата за много години. Не се влияе от слънце, светлина и флаш. След етапите на производство се прилага защитно покритие, така че цветовете никога да не избледняват. Идеален за вашето домашно и професионално пространство.",In Stock,5,2.6,0.037595,,https://www.megapap.com/image/cache/wp/lj/products/GP033-0131-0.webp,https://www.megapap.com/image/cache/wp/lj/products/GP033-0131-1.webp,,,,,,,,,,Брой пакети на бройка: 1,Дълбочина настроена см: 3,"Тегло на опаковката кг: 2,6","Кило парче кг: 2,4","Обем на кутия cbm: 0,03","Обем на кутия mmm: 0,03","Обем на парче cbm: 0,03","Обем на парче в ммм: 0,03",Дължина на кутията см: 103,Дължина в см: 100,Ширина на кутията см: 73,Височина на кутията см: 5,Височина вдигната см: 70,Бройки в кутията: 1,K/D: NO,,,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/cache/wp/lj/products/GP033-0131-0.webp, https://www.megapap.com/image/cache/wp/lj/products/GP033-0131-1.webp"
11735,231929,GP033-0125,87.0,69.0,"Картина на платно New York Manhattan Megapap, цифров печат 140x70x3см.",Декорация > Картини,MEGAPAP,"Картина на платно New York Manhattan Megapap цифрова печат 140x70x3см. Търсиш картината, която ще създаде поток от положителна енергия в твоето обкръжение и ще се свърже декоративно с останалата част от твоя дом или професионално пространство? Търсиш картината, модерна или класическа, която ще ти донесе моменти на спокойствие, радост, семейно щастие и ще завърши общия стил на офиса, дома, лобито, кафето, ресторанта ти? Картината New York Manhattan е тук и те очаква! Технически характеристики: Размери: Дължина 140 x Дълбочина 3 x Височина 70 см. Използвана е 370gr/m2 памучна обвивка. Без вредни за здравето вещества. Не съдържа PVC, киселини или каквито и да било канцерогенни вещества. 100% професионално изработен памучен платно в комбинация с висококачествени дървени рамки от бор, гарантира, че ще имаш картината за много години. Дървото от бор, използвано за укрепване на платното, е изсушено и изпичано. Благодарение на здравата структура на дървената рамка, картината запазва стабилната си структура дори при физически удари. Произведени с машини - модели от 2023 и 2024 - цифрова печатна техника с висока резолюция - резолюция на печат: 2440 DPI. Не е използвана разтворителна боя, използват се бои HP Vivera на водна основа. Запазва същото качество на цвета, светлината и текстурата за много години. Не се влияе от слънцето, светлината и флаш. След производствените етапи се прилага защитно покритие, така че цветовете никога да не избледняват. Идеален за твоя дом и професионално пространство.",In Stock,7,3.5,0.052195,,https://www.megapap.com/image/cache/wp/lj/products/GP033-0125-0.webp,https://www.megapap.com/image/cache/wp/lj/products/GP033-0125-1.webp,,,,,,,,,,Брой пакети на бройка: 1,Дълбочина настроена см: 3,"Тегло на опаковката кг: 3,5","Кило парче кг: 3,2","Обем на кутия cbm: 0,05","Кубичен контейнер mmm: 0,05","Обем на парче cbm: 0,05","Обем на парче в ммм: 0,05",Дължина на кутията см: 143,Дължина в см: 140,Ширина на кутията см: 73,Височина на кутията см: 5,Височина вдигната см: 70,Бройки в кутията: 1,K/D: NO,,,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/cache/wp/lj/products/GP033-0125-0.webp, https://www.megapap.com/image/cache/wp/lj/products/GP033-0125-1.webp"
11736,231937,GP033-0133,87.0,69.0,"Картина на платно Abstract Dream Megapap, цифров печат 140x70x3см.",Декорация > Картини,MEGAPAP,"Картина на платно Abstract Dream Megapap цифрова печат 140x70x3см. Търсиш картината, която ще създаде поток от положителна енергия в твоето обкръжение и ще се свърже декоративно с останалата част от твоя дом или професионално пространство? Търсиш картината, модерна или класическа, която ще ти донесе моменти на спокойствие, радост, семейно щастие и ще завърши общия стил на офиса, дома, лобито, кафето, ресторанта ти? Картината Abstract Dream е тук и те очаква! Технически характеристики: Размери: Дължина 140 x Дълбочина 3 x Височина 70 см. Използвана е 370gr/m2 памучна обвивка. Без вредни за здравето вещества. Не съдържа PVC, киселини или каквито и да било канцерогенни вещества. 100% професионално изработен памучен платно в комбинация с висококачествени дървени рамки от бор, гарантира, че ще имаш картината за много години. Дървото от бор, използвано за укрепване на платното, е изсушено и изпичано. Благодарение на здравата структура на дървената рамка, картината запазва стабилната си структура дори при физически удари. Произведени с машини - модели от 2023 и 2024 - цифрова печатна техника с висока резолюция - резолюция на печат: 2440 DPI. Не е използвана разтворителна боя, използват се бои HP Vivera на водна основа. Запазва същото качество на цвета, светлината и текстурата за много години. Не се влияе от слънцето, светлината и флаш. След производствените етапи се прилага защитно покритие, така че цветовете никога да не избледняват. Идеален за твоя дом и професионално пространство.",In Stock,2,3.5,0.052195,,https://www.megapap.com/image/cache/wp/lj/products/GP033-0133-0.webp,https://www.megapap.com/image/cache/wp/lj/products/GP033-0133-1.webp,,,,,,,,,,Брой пакети на бройка: 1,Дълбочина настроена см: 3,"Тегло на опаковката кг: 3,5","Кило парче кг: 3,2","Обем на кутия cbm: 0,05","Кубичен контейнер mmm: 0,05","Обем на парче cbm: 0,05","Обем на парче в ммм: 0,05",Дължина на кутията см: 143,Дължина в см: 140,Ширина на кутията см: 73,Височина на кутията см: 5,Височина вдигната см: 70,Бройки в кутията: 1,K/D: NO,,,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/cache/wp/lj/products/GP033-0133-0.webp, https://www.megapap.com/image/cache/wp/lj/products/GP033-0133-1.webp"
11737,231931,GP033-0127,93.0,75.0,"Картина на платно Autumn Leaves Megapap, триптих, цифров печат 126x55x3см.",Декорация > Картини,MEGAPAP,"Картина на платно Autumn Leaves Megapap триптих цифрова печат 126x55x3см. Търсиш картината, която ще създаде поток положителна енергия в твоето обкръжение и ще се свърже декоративно с останалата част от твоя домашен или професионален пространство? Търсиш картината, модерна или класическа, която ще ти донесе моменти на спокойствие, радост, семейно щастие и ще завърши общия стил на офиса, дома, лобито, кафето, ресторанта ти? Триптихът Autumn Leaves е тук и те очаква! Технически характеристики: Триптих: състои се от три парчета с равни размери. Размери: Дължина 126 x Дълбочина 3 x Височина 55 см. Размери на всяко парче: Дължина 40 x Дълбочина 3 x Височина 55 см. Използвана е 370gr/m2 памучна обвивка. Без вредни за здравето вещества. Не съдържа PVC, киселини или каквито и да било канцерогенни вещества. 100% професионално изработен памучен платно в комбинация с висококачествени дървени рамки от бор ви гарантира, че ще имате картината за много години. Дървото от бор, използвано за укрепване на платното, е изсушено и изпичано. Благодарение на здравата структура на дървената рамка, картината запазва стабилната си структура дори при физически удар по картината. Произведени с машини - модели от 2023 и 2024 - цифрова печатна висока резолюция - резолюция на печат: 2440 DPI. Не е използвана разтворителна боя, използват се бои HP Vivera на водна основа. Запазва същото качество на цвета, светлината и текстурата за много години. Не се влияе от слънцето, светлината и флаш. След етапите на производство се прилага защитно покритие, така че цветовете никога да не избледняват. Идеален за вашето домашно и професионално пространство.",In Stock,4,3.2,0.03741,,https://www.megapap.com/image/cache/wp/lj/products/GP033-0127-0.webp,https://www.megapap.com/image/cache/wp/lj/products/GP033-0127-1.webp,,,,,,,,,,Брой пакети на бройка: 1,Дълбочина настроена см: 55,"Кила опаковка кг: 3,2",Кило парче кг: 3,"Обем на кутия cbm: 0,03","Обем на кутия mmm: 0,03","Обем на парче cbm: 0,03","Обем на парче в ммм: 0,03",Дължина на кутията см: 129,Дължина в изправено положение см: 126,Ширина на кутията см: 58,Височина на кутията см: 5,Височина на стойка см: 3,Бройки в кутията: 1,K/D: NO,,,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/cache/wp/lj/products/GP033-0127-0.webp, https://www.megapap.com/image/cache/wp/lj/products/GP033-0127-1.webp"
11738,231943,GP033-0139,89.0,69.9,"Картина на платно Colorful Elephant Megapap, цифров печат 100x100x3см.",Декорация > Картини,MEGAPAP,"Картина на платно Colorful Elephant Megapap цифрова печат 100x100x3см. Търсиш картината, която ще създаде поток положителна енергия в твоето обкръжение и ще се свърже декоративно с останалата част от твоя домашен или професионален пространство? Търсиш картината, модерна или класическа, която ще ти донесе моменти на спокойствие, радост, семейно щастие и ще завърши общия стил на офиса, дома, лобито, кафето, ресторанта ти? Картината Colorful Elephant е тук и те очаква! Технически характеристики: Размери: Дължина 100 x Дълбочина 3 x Височина 100 см. Използвана е 370gr/m2 памучна обвивка. Без вредни за здравето вещества. Не съдържа PVC, киселини или каквито и да било канцерогенни вещества. 100% професионално изработен памучен платно в комбинация с висококачествени дървени рамки от бор ви гарантира, че ще имате картината за много години. Дървото от бор, използвано за укрепване на платното, е изсушено и изпичано. Благодарение на здравата структура на дървената рамка, картината запазва стабилната си структура дори при физически удар по картината. Произведени с машини - модели от 2023 и 2024 - цифрова печатна висока резолюция - резолюция на печат: 2440 DPI. Не е използвана разтворителна боя, използват се бои HP Vivera на водна основа. Запазва същото качество на цвета, светлината и текстурата за много години. Не се влияе от слънцето, светлината и флаш. След етапите на производство се прилага защитно покритие, така че цветовете никога да не избледняват. Идеален за вашето домашно и професионално пространство.",In Stock,9,3.4,0.053045,,https://www.megapap.com/image/cache/wp/lj/products/GP033-0139-0.webp,https://www.megapap.com/image/cache/wp/lj/products/GP033-0139-1.webp,,,,,,,,,,Брой пакети на бройка: 1,Дълбочина настроена см: 3,"Кила опаковка кг: 3,4","Кило парче кг: 3,1","Обем на кутия cbm: 0,05","Кубичен контейнер mmm: 0,05","Обем на парче cbm: 0,05","Обем на парче в ммм: 0,05",Дължина на кутията см: 103,Дължина в см: 100,Ширина на кутията см: 103,Височина на кутията см: 5,Височина в см: 100,Бройки в кутията: 1,K/D: NO,,,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/cache/wp/lj/products/GP033-0139-0.webp, https://www.megapap.com/image/cache/wp/lj/products/GP033-0139-1.webp"
